stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding
1139,3308,Bronte Rd + Khalsa Gate,43.43007,-79.770254,1
424,3309,Bronte Rd at Halton Region Centre,43.4132,-79.7449,2
352,3310,Bronte Rd at Woodlands Operation Centre,43.4154,-79.7478,2
267,3312,Wyecroft Rd + 4th Line,43.4377,-79.706,2
604,3313,South Service Rd West + Equestrian Ct,43.436077,-79.707652,2
671,3314,South Service Rd West + Redwood Sq,43.4347,-79.7092,2
712,3315,1131 South Service Rd West,43.4332,-79.7109,2
1283,3316,1218 South Service Rd West,43.4323,-79.7152,2
699,3317,1218 South Service Rd West,43.4324,-79.7153,2
782,3318,South Service Rd West + Progress Ct,43.4292,-79.7187,2
1303,3319,South Service Rd West + Progress Ct,43.4294,-79.7187,2
313,3320,1400 South Service Rd West,43.427755,-79.720246,2
1039,3321,1400 South Service Rd West,43.4279,-79.7204,1
765,3322,Culham St west of Osborne Cr,43.4586,-79.7054,2
978,3323,Upper Middle Rd West + Trawden Way,43.4216,-79.7604,2
370,3324,Colonel William Pkwy + Richview Blvd,43.423367,-79.769649,2
519,3325,Colonel William Pkwy + Dewsbury Dr,43.4235,-79.7725,2
1308,3326,Colonel William Pkwy + Wuthering Heights Way,43.4247,-79.7753,2
115,3327,Colonel William Pkwy + Liptay Ave,43.4265,-79.7781,2
914,3328,Colonel William Pkwy + Stalybridge Dr,43.4276,-79.7816,2
1062,3329,Dundas St West + Valleyridge Dr,43.4327,-79.7793,2
1106,3330,Dundas St West + Bronte Rd,43.4343,-79.7775,1
61,3331,Bronte Rd + Richview Blvd,43.428072,-79.766399,1
741,3332,8th Line + Glenashton Dr,43.4855,-79.702,1
487,3333,Cross Ave west of Argus Rd,43.4556,-79.6848,1
74,3334,Upper Middle Rd West at Abbey Plaza,43.4393,-79.7416,1
502,3335,Upper Middle Rd West at Abbey Plaza,43.4392,-79.7412,1
859,3336,Glenashton Dr + Central Park Dr,43.477121,-79.722773,1
489,3337,Glenashton Dr + Central Park Dr,43.4769,-79.7231,1
1002,3342,Bristol Circle south of Brighton Rd,43.5158,-79.6757,1
355,3343,Bronte Rd at Woodlands Operation Centre,43.4155,-79.7485,1
400,3344,Kerr St + Speers Rd,43.4466,-79.6865,1
642,3345,River Oaks Blvd West + Munn's Ave,43.464343,-79.723154,1
1013,3346,River Oaks Blvd West + Munn's Ave,43.4645,-79.7228,1
201,3348,River Oaks Blvd East + Oakmead Blvd,43.4732,-79.713,2
1277,3349,Sheridan Garden Dr + Thoresby Dr,43.496363,-79.651077,1
543,3350,Speers Rd + Bronte Rd,43.4034,-79.7312,1
241,3351,Speers Rd + Bronte Rd,43.4038,-79.7305,2
435,3352,2402 Speers Rd,43.4063,-79.7279,2
413,3353,2393 Speers Rd,43.4064,-79.728,1
858,3354,2335 Speers Rd,43.4084,-79.726,1
1275,3355,2370 Speers Rd,43.4081,-79.726,2
372,3356,2270 Speers Rd,43.4104,-79.7236,2
1014,3357,2245 Speers Rd,43.410267,-79.724041,2
967,3358,2189 Speers Rd,43.413,-79.7217,2
803,3359,2190 Speers Rd,43.4128,-79.7215,2
966,3360,2075 Speers Rd,43.416778,-79.719556,2
1222,3361,2070 Speers Rd,43.417,-79.7191,2
1240,3362,Upper Middle Rd East east of Ford Dr,43.497428,-79.676951,2
1043,3363,Upper Middle Rd West + Colonel William Pkwy,43.4205,-79.7616,2
816,3364,Great Lakes Blvd + Rebecca St,43.384875,-79.734729,2
1267,3365,Great Lakes Blvd + Creek Path Ave,43.383812,-79.73294,2
1037,3366,Great Lakes Blvd + Timeless Dr,43.3813,-79.7297,1
1166,3367,Great Lakes Blvd + Creek Path Ave,43.3808,-79.7269,2
784,3368,Great Lakes Blvd + Fox Run Cir,43.378979,-79.722334,1
649,3369,Great Lakes Blvd + Mistwell Cr,43.3777,-79.7206,1
3,3370,Great Lakes Blvd + Lakeshore Rd West,43.376653,-79.719179,2
744,3371,Burloak Dr + Stevenson Rd,43.374281,-79.727769,1
713,3372,Burloak Dr + Randolph Cr,43.3763,-79.7305,1
1095,3373,Burloak Dr + Wavecrest St,43.3782,-79.7331,2
793,3374,Burloak Dr + Eaton Ave,43.3806,-79.7363,1
161,3375,Burloak Dr + Rebecca St,43.3815,-79.7375,2
970,3376,Opposite of 500 Great Lakes Blvd,43.38604,-79.738794,2
881,3378,Wyecroft Rd + 4th Line,43.437377,-79.705975,2
1288,3379,Kingsway Dr + Wynten Way,43.4999,-79.6614,2
269,3382,Pine Glen Rd + Crestmont Dr,43.4399,-79.7655,2
674,3383,Pine Glen Rd + Falling Green Dr,43.4377,-79.7679,1
1313,3384,Pine Glen Rd + Grand Oak Trail,43.435804,-79.769991,2
734,3385,Bridge Rd + Underwood Cr (Q.E. Park Cultural Centre),43.406768,-79.720945,2
626,3386,403 North Service Rd West,43.442,-79.7057,2
1057,3387,North Service Rd East + Iroquois Shore Rd,43.465063,-79.682956,2
277,3388,North Service Rd East + Iroquois Shore Rd,43.464631,-79.682569,2
471,3389,475 North Service Road East,43.4657,-79.6798,2
33,3390,475 North Service Rd East,43.465588,-79.679676,2
460,3391,North Service Rd East + 8th Line,43.4675,-79.6778,2
1234,3392,North Service Rd East + 8th Line,43.467473,-79.677641,2
1181,3393,North Service Rd East + Invicta Dr,43.4722,-79.6757,2
1189,3394,North Service Rd East + Invicta Dr,43.471883,-79.675868,2
348,3395,1185 North Service Rd East,43.474696,-79.673266,2
522,3396,1185 North Service Rd East,43.474695,-79.673073,2
107,3397,1303 North Service Rd East,43.4776,-79.6729,2
178,3398,1303 North Service Rd East,43.4776,-79.6727,2
904,3399,1315 North Service Rd East,43.48,-79.67307,2
774,3400,1315 North Service Rd East,43.480002,-79.672873,2
133,3401,1425 North Service Rd East,43.484997,-79.673445,2
447,3402,1425 North Service Rd East,43.484904,-79.673256,2
1113,3403,Joshuas Creek Dr + North Service Rd East,43.48868,-79.675205,2
367,3404,Joshuas Creek Dr + North Service Rd East,43.488842,-79.675397,2
171,3405,Joshuas Creek Dr + Ironoak Way,43.491059,-79.680854,1
326,3406,Joshuas Creek Dr + Upper Middle Rd East,43.4923,-79.6823,2
874,3408,Burloak Dr + Lakeshore Rd West,43.372358,-79.725166,2
1117,3411,Pine Glen Rd + 3rd Line,43.449,-79.7573,2
795,3416,Cornwall Rd at Oakville Greenhouse,43.4672,-79.6709,1
628,3417,Cornwall Rd at Oakville Greenhouse,43.4673,-79.6711,1
158,3418,Cornwall Rd at Maple Grove Village Plaza,43.4813,-79.6565,1
305,3419,Cornwall Rd at Maple Grove Village Plaza,43.4813,-79.6561,1
1271,3420,Cornwall Road at the Shops of Oakville South,43.4622,-79.6736,2
114,3421,Cornwall Rd at the Shops of Oakville South,43.461969,-79.673903,2
755,3422,Dundas St West + Towne Blvd,43.4692,-79.7399,1
514,3423,Dundas St West + George Savage Ave,43.4697,-79.7398,1
393,3424,Dundas St East + Meadowridge Dr,43.502,-79.7044,1
732,3425,Dundas St East + Prince Michael Dr,43.4981,-79.7082,1
59,3426,Dundas St East + Prince Michael Dr,43.4978,-79.709,1
1206,3427,Dundas St East + 8th Line,43.4938,-79.7128,1
936,3428,Dundas St East + 8th Line,43.493547,-79.713617,1
791,3429,Dundas St East + Meadowridge Dr,43.502541,-79.703333,1
1163,3430,Dundas St East + Postridge Dr,43.490528,-79.716977,1
1175,3431,Dundas St East + Postridge Dr,43.490825,-79.716167,2
512,3433,Westoak Trails Blvd + Brookhaven Cr,43.436567,-79.75405,1
587,3434,Westoak Trails Blvd + Arbourview Dr,43.435979,-79.754401,1
140,3435,Dundas St West + Proudfoot Tr,43.453439,-79.757887,2
990,3437,8th Line north of Falgarwood Dr,43.474114,-79.686167,0
1294,3438,8th Line south of Grand Blvd,43.474145,-79.686407,0
